price,location,city,province_name,latitude,longitude,baths,area_sqft,bedrooms
23500000,100,3,0,33.555594,73.133669,5,2722.51,4
7400000,121,3,0,33.63239763,73.08073282,2,1361.25,4
40000000,100,3,0,33.55892,73.118649,7,5445.02,6
21000000,100,3,0,33.550408,73.115473,6,2722.51,5
23500000,100,3,0,33.549693,73.130536,6,2722.51,5
23500000,100,3,0,33.550408,73.115473,6,2722.51,5
21000000,105,3,0,33.543004,73.067576,6,2722.51,5
5000000,122,3,0,33.60051224,72.99803066,3,1361.25,2
15000000,100,3,0,33.498711,73.104358,5,2178.01,4
21000000,100,3,0,33.549693,73.130536,6,2722.51,5
41000000,23,0,0,31.471571,74.445906,6,5445.02,5
26000000,7,0,0,31.460187,74.432459,4,3267.01,4
52500000,23,0,0,31.462493,74.409342,6,5445.02,5
26500000,45,0,0,31.420167,74.285746,7,5445.02,6
46000000,74,0,0,31.512228,74.325078,5,5445.02,5
49000000,23,0,0,31.471571,74.445906,6,5445.02,5
29500000,23,0,0,31.471571,74.445906,5,2722.51,4
27000000,23,0,0,31.494408,74.437666,4,2722.51,3
5300000,4,0,0,31.375165,74.253992,2,816.75,2
42500000,23,0,0,31.471571,74.445906,6,5445.02,5
23500000,23,0,0,31.494408,74.437666,6,2722.51,4
45000000,23,0,0,31.471571,74.445906,6,5445.02,5
27500000,23,0,0,31.462493,74.409342,5,2722.51,4
11500000,21,0,0,31.375514,74.172735,4,1361.25,3
7200000,123,0,0,31.626564,74.281826,3,1905.76,4
60000000,23,0,0,31.471571,74.445906,6,5445.02,5
39500000,23,0,0,31.462493,74.409342,6,5445.02,5
45000000,23,0,0,31.471571,74.445906,6,5445.02,5
45000000,23,0,0,31.462493,74.409342,6,5445.02,5
45000000,23,0,0,31.462493,74.409342,6,5445.02,5
14500000,124,0,0,31.48601326,74.3803312,4,1633.51,4
22500000,21,0,0,31.374451,74.183121,7,3267.01,5
27500000,23,0,0,31.471571,74.445906,5,2722.51,4
108500000,23,0,0,31.478745,74.407969,7,10890.04,7
32500000,23,0,0,31.483283,74.395723,6,5445.02,5
47500000,23,0,0,31.462493,74.452372,6,5445.02,5
45000000,23,0,0,31.471571,74.445906,6,5445.02,5
45000000,23,0,0,31.467105,74.459581,6,5445.02,5
43200000,23,0,0,31.471571,74.445906,6,5445.02,5
53000000,23,0,0,31.471132,74.445162,6,5445.02,5
27500000,23,0,0,31.462493,74.409342,5,2722.51,4
20500000,36,0,0,31.446824,74.404736,5,2722.51,4
47500000,23,0,0,31.462493,74.409342,6,5445.02,5
31500000,23,0,0,31.483283,74.395723,6,5445.02,5
39000000,23,0,0,31.462493,74.409342,5,2722.51,4
25000000,23,0,0,31.461761,74.36834,4,2722.51,4
29000000,23,0,0,31.462493,74.409342,5,2722.51,4
19500000,15,0,0,31.550818,74.39641,5,2722.51,4
43500000,23,0,0,31.471571,74.445906,6,5445.02,5
32000000,23,0,0,31.462493,74.409342,5,2722.51,4
17500000,21,0,0,31.371391,74.170096,7,2722.51,5
41700000,23,0,0,31.471571,74.445906,6,5445.02,5
